geo,name,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
mrt,Mauritania,1117.00431,1161.41982,1208.39505,1256.39035,1307.06419,1355.51547,1408.36591,1462.35582,1576.20345,1719.59454,1737.39792,1678.8229,2306.74977,2655.99793,2678.26126,2823.92441,3150.1052,3094.91793,3426.01966,3429.95017,3415.92979,3365.38788,3625.10785,3962.75918,4192.49336,4143.89996,3799.33749,4140.66097,4126.21782,4246.43131,3877.29954,3929.82591,3801.95651,3885.53542,4065.12209,4111.81262,4115.86691,4226.61359,4140.43936,4192.81643,4197.92448,4380.03149,4255.53026,4507.08771,4800.56872,4577.87414,4653.4727,4786.73173,4556.78573,4479.34501,4486.13711,4733.72513,4896.03471,5238.92547,6101.8421,5888.90125
mus,Mauritius,4754.38234,4694.78457,4600.00307,4660.46753,4606.79931,4590.62492,4543.96555,4505.51854,4442.78445,4600.45037,5163.33911,5146.40297,5443.56648,4989.37956,4856.25569,4711.70105,4426.18001,4191.34774,4192.21312,4144.25874,4431.40819,4824.63721,5066.99593,4987.07644,5917.93373,6115.48583,6156.79523,6181.27776,5398.76295,5855.69908,6246.28979,6286.729,6594.74938,7058.08805,7711.02034,8488.25643,9128.71969,9638.43538,10441.21825,10648.63829,11055.34903,11346.14877,11533.95024,11799.63417,12198.24257,12618.1192,13126.66215,13192.41076,14021.36627,14267.12388,14295.52068,14934.18232,15390.75057,15487.53309,16086.48209,16859.11109
mwi,Malawi,612.78343,619.07829,625.09217,625.35205,646.99031,661.67022,657.15215,630.85425,646.10422,671.93404,627.59694,600.16935,571.72447,652.00121,709.81971,719.38667,699.85331,732.48838,765.91117,846.93098,901.63057,918.08011,947.51492,955.25034,967.20672,975.35108,1019.438,1020.05498,1036.86472,1000.94565,1022.4224,1052.32362,1089.60837,1126.13231,1084.04804,1054.06764,1042.80178,1038.01397,1075.74189,1130.04774,1013.61416,1093.92833,993.97596,1155.50842,1219.51113,1242.9446,1254.1082,1260.87187,1246.68825,1156.01263,1145.60656,1179.46015,1210.29196,1215.72811,1237.46547,1318.03456
mys,Malaysia,2904.16975,2824.44326,2904.58969,2828.05971,2890.11566,2789.5523,2683.25909,2791.80652,2898.57836,3001.42011,3071.71125,3132.36046,3211.19955,3336.40336,3419.9485,3395.26127,3565.33975,3651.05795,3761.14914,4164.93063,4393.21452,4840.83939,5082.81576,4986.49036,5432.85087,5703.18826,5968.19604,6312.30438,6616.35607,7256.73514,7752.60107,8210.29954,8815.51639,8643.48823,8626.28393,9005.60026,9864.40667,10809.46591,11691.29277,12495.76091,13293.57097,14283.56269,15248.72556,16369.07855,17597.75535,18456.55072,16709.54592,17340.61007,18455.11576,18132.46258,18678.23787,19314.02394,20166.7395,20777.09389,21466.88772,22333.7585
nam,Namibia,5270.31807,5333.5161,5486.65116,5516.76958,5569.80516,5630.22439,5630.29024,5794.64489,6169.07897,6074.92594,6737.19133,7136.64152,7965.72649,8201.64025,8345.07437,7942.00957,7878.56501,8044.37031,8145.76693,8289.07519,8170.2316,8213.11879,8516.66762,8434.27018,8300.3902,8102.38028,8163.80706,8269.82904,8610.28502,8542.5507,8301.69494,7921.5849,7684.77688,7494.76676,7626.03249,7649.49945,7409.20299,7247.86039,7106.51469,7444.25558,7773.36625,7424.18899,7429.94553,7511.34524,7550.04541,7672.08911,7729.62505,7795.76623,7874.98348,7796.34528,8027.2393,8225.77575,9116.47953,9234.0936,9764.89304,10156.50296
ner,Niger,1338.97789,1361.56399,1386.67973,1409.10296,1434.04753,1456.30874,1481.08299,1503.183,1566.53136,1600.71537,1725.02123,1851.29718,1804.4037,1884.98791,1821.37944,1791.01078,1765.52302,1649.58879,1669.1507,1717.11546,1585.07994,1278.86274,1353.2125,1279.08388,1251.55257,1309.94812,1443.68788,1501.98173,1468.95174,1504.26652,1520.42153,1461.11534,1202.83122,1255.96251,1306.08461,1275.32123,1351.60939,1359.23639,1336.25617,1303.37703,1263.14087,1235.6913,1228.6173,1197.61746,1175.80142,1156.896,1239.94734,1202.00557,1148.48705,1194.89312,1214.9214,1207.39718,1171.01571,1216.43613,1245.65818,1241.91548
nga,Nigeria,1942.05324,1960.60147,2064.83604,2072.3506,1986.16062,2017.71894,1991.379,2040.03021,2195.32862,2180.44439,2250.17804,2409.52003,2456.0585,2470.26044,2323.55434,1919.89684,1872.0682,2254.25509,2779.17632,3073.08552,3170.49556,3337.47885,3633.39275,3512.51022,3742.59967,3877.26487,3627.71466,3598.29491,3589.93327,3373.47617,3158.16222,2816.47893,2702.14073,2835.54653,2798.80932,2793.34152,2961.45526,2996.97103,3225.87858,3185.47925,3266.66491,3181.41615,3090.00444,3049.41546,3121.99204,3156.20944,3177.71792,3134.04569,3226.14641,3345.83079,3767.95512,3957.28466,4220.82992,4379.91111,4525.52325,4694.80547
nic,Nicaragua,4226.93502,4230.50744,4530.90621,4679.93723,4558.56931,4795.06228,4672.13765,4569.89096,4544.11015,4743.09403,5152.25169,5516.57468,6016.6566,6457.29589,6521.29857,6767.75945,6631.50028,6893.19874,6770.69502,6912.08798,6951.99391,7120.69645,7811.88119,7769.72857,7941.96972,8214.19437,7462.19263,5347.19361,5424.42236,5568.12213,5396.69381,5529.1504,5333.08988,5018.38446,4876.42619,4753.86746,4087.02628,3942.20937,3847.98763,3759.13593,3704.23524,3629.90864,3695.31013,3863.21974,4061.52062,4181.25497,4297.84996,4562.03785,4710.4306,4812.59182,4813.51285,4898.9078,5119.93712,5290.82139,5451.78121,5664.51335
nld,Netherlands,12175.78621,13037.03175,13709.23349,14474.91305,14775.95022,14940.84897,14585.11552,15010.60678,16060.59518,15948.34964,16609.0466,16890.81628,18027.25532,18655.77164,18843.07231,19547.60291,20561.71593,21612.51339,22540.84559,23132.34491,23467.99013,24361.57903,25042.5241,24732.97199,25591.46082,25902.22695,26234.06192,26509.36599,26844.31232,27832.68275,28279.12642,29298.31594,30755.09239,32093.51149,33303.31758,34227.05632,36211.62555,38700.79736,41198.9813,42034.43255,42586.51213,42973.58321,44128.29525,45424.09257,46917.03019,48802.08149,50882.05071,53228.5099,55211.00112,56177.87032,56063.70601,55971.60417,57000.49232,58119.36479,60160.42039,62432.47586
nor,Norway,12276.72092,12696.45197,13172.28024,13333.31622,13833.09395,14145.30317,14066.00233,14484.21696,15117.56935,15926.7078,16232.21526,16712.3702,17401.71625,18169.55055,18689.52798,19674.49724,19928.82635,20639.89913,20892.76656,21845.20641,22795.95452,23635.41254,24428.20926,25513.43481,26857.90925,27852.7205,28754.18945,29904.62554,31197.84967,33192.31728,34380.69534,36492.44245,39526.85296,42495.10269,44714.46458,46207.62058,47157.03355,48982.26959,51326.55588,53377.72691,55669.60022,57591.47119,60822.99932,63662.03669,67142.00851,70898.35414,72897.93906,74386.38911,76788.74651,78367.82866,79347.25467,79881.05934,82786.9453,84553.41831,85988.98405,87562.62169
npl,Nepal,1043.58027,1090.03391,1095.15394,1098.95523,1130.79856,1112.41194,1155.85531,1167.52407,1171.85458,1175.30843,1175.92858,1177.53764,1198.87501,1184.55351,1236.8427,1185.36747,1165.18152,1190.85086,1195.72137,1151.66081,1157.86243,1122.88614,1163.27868,1149.87321,1168.68356,1171.85307,1190.26645,1184.51095,1124.98321,1248.70519,1306.97091,1264.06575,1380.67498,1457.33184,1505.59064,1519.12271,1636.14176,1711.59365,1793.20863,1858.70408,1881.16598,1900.36545,2004.84966,2025.49153,2087.95592,2150.13721,2172.48237,2227.62481,2326.07294,2401.67725,2368.99727,2428.772,2511.46651,2570.84456,2634.01895,2702.77225
nru,Nauru,6822.31665,7717.96557,8731.6381,9878.5373,11175.08723,12642.83757,14301.91469,16180.13704,18302.56919,20722.67488,23459.9373,26558.30891,30065.37165,34037.47152,38531.92715,43621.17425,49379.81226,55898.70126,63277.16082,63654.2886,64073.69737,64564.5567,65160.97144,65890.49517,63044.73227,60386.88577,57873.10985,55421.83582,52989.85406,50578.36046,48203.66647,45869.40875,43574.17659,41330.37147,39149.07275,37048.80716,35044.24912,33158.72763,31401.73198,24828.74537,20392.66388,16903.79296,16132.73545,14772.40575,12973.54369,11725.87291,10384.67779,9704.3835,9045.88119,8453.49239,7634.92083,7665.34369,7328.33621,7240.16555,7730.48873,6123.69092
nzl,New Zealand,15464.54842,15455.18972,17036.80794,16971.91737,17256.85495,17325.49331,17341.88657,17908.78585,18228.2555,18654.90658,18530.08903,19197.93638,19660.65875,20467.16361,21270.49602,19835.47578,19468.61423,21102.29416,20493.28379,20953.91919,21399.05348,22400.98792,23157.93431,22346.07074,22382.77775,21207.32824,21150.18481,21469.92372,21521.14485,23304.36286,24445.75391,24929.34275,26690.52768,27217.44538,27846.08714,28568.85649,29111.57789,29808.90849,30241.42029,28729.70919,28738.24334,30144.00153,31399.88614,32397.31314,33079.66426,33413.29993,33423.04001,34999.05016,35871.34674,36807.22838,37904.08537,38935.26133,39957.50869,40817.84481,41455.34941,42350.36139
omn,Oman,1438.56537,1502.35363,1563.45852,1627.21191,1697.6102,1765.3244,1838.34843,1911.35229,1984.33597,1958.76217,2300.66227,2340.28151,2281.39321,2233.16792,2291.40929,3709.38908,6561.04151,8017.94474,8054.07703,7869.94596,8312.96356,6903.65131,7935.97377,9666.82977,10559.91994,10972.48201,11307.41225,11248.06428,11378.86356,13204.92037,15079.45026,16998.17824,19003.07437,22051.8013,21818.62239,21215.81784,22647.153,23078.74382,26933.16211,28072.10718,29900.85522,31206.06475,32212.28841,33914.8592,35112.65838,37467.24815,37836.64788,38091.55917,40524.4461,42340.35105,41867.99254,40743.64932,41072.01082,41481.61379,42653.91573,43898.2691
pak,Pakistan,1177.93553,1250.43711,1233.66702,1219.04508,1222.55152,1228.07353,1210.17274,1190.69566,1198.75564,1229.25695,1272.18008,1311.87072,1362.65073,1398.21184,1460.30077,1467.68077,1510.37452,1562.68262,1674.52865,1635.21897,1598.44019,1654.15232,1669.58005,1675.93358,1702.08928,1710.84724,1785.46192,1794.67564,1888.25767,2046.43709,2200.47243,2327.42856,2399.59577,2581.70245,2697.30457,2814.82106,2978.67554,3117.72366,3250.23643,3326.05597,3465.33893,3448.67151,3486.92639,3559.07166,3612.50494,3554.79376,3550.16665,3582.29593,3621.88037,3640.97303,3646.92199,3751.99908,3939.02923,4114.79452,4248.39333,4306.74362
pan,Panama,3282.59409,3389.89644,3419.42386,3515.77536,3593.31384,3856.51442,3794.32763,3918.89932,4022.75652,4315.88566,4529.27135,4786.37923,4835.90162,5098.38877,5304.64344,5568.91705,5778.69278,6046.73866,6588.63284,7013.28137,7128.14012,7302.82943,7265.22915,7186.77903,7112.57168,6993.57185,7503.96807,7646.17007,8595.3159,9652.89078,10248.4616,9928.54243,10188.97743,10693.95358,11035.50457,10978.63555,9663.9655,9892.55939,10780.16822,11590.47243,12324.44566,12772.66302,12911.09719,12911.65928,12169.10436,12837.61701,13638.82564,14067.06567,14371.4668,14249.01225,14350.55017,14811.56391,15741.34696,16743.71687,18075.76479,20109.67673
per,Peru,4912.47662,5053.79508,5064.66286,5241.5302,5298.40008,5401.01657,5228.9236,5124.80812,5617.89644,5885.14077,6124.17058,6167.95818,6363.76966,6520.72576,6828.2803,6856.28956,6590.56457,6564.44603,6787.32166,6857.22655,6848.13155,7000.41137,7260.21824,7456.14071,7319.4815,7097.61199,6774.90059,6884.21706,7026.32556,7541.53177,7584.39154,6728.41036,6978.01555,7083.96092,7800.6709,8363.7629,7612.07774,6648.82787,6341.64348,6350.52887,6190.31921,6386.83311,7034.32533,7413.87861,7482.29794,7824.40453,7656.30693,7639.87921,7724.22627,7663.7208,7981.43617,8220.07656,8537.15543,8986.11141,9578.48689,10310.62675
phl,Philippines,2337.06201,2455.89918,2545.42582,2626.23266,2710.33357,2751.72083,2746.47986,2827.93399,2763.68961,2813.10969,2842.28541,2928.50034,2920.10473,2962.76331,2980.73986,3025.89061,3063.62246,3094.3746,3098.11694,3154.21325,3211.79897,3380.31653,3382.15411,3451.22109,3628.88686,3704.27549,3766.20769,3844.76122,3907.62066,4128.96035,4303.8766,4361.14099,4017.37695,3694.18579,3766.67637,3887.5802,4145.28966,4410.47403,4553.02619,4433.42834,4355.54139,4352.64175,4449.2787,4556.37461,4714.91525,4845.58875,4703.30194,4737.47636,4827.84656,4861.25528,4934.5461,5076.67025,5298.45613,5447.69536,5630.26197,5882.26257
plw,Palau,13312.7517,14050.79146,14829.69866,15651.78898,16519.35722,17435.96536,18401.28825,19421.41434,20497.26003,21565.88266,22688.47876,23869.77514,25111.91909,26419.57032,27793.55675,29238.47975,30758.89962,32356.82506,34038.00373,32677.96766,35826.69784,42590.31416,60754.75713,63245.6131,45913.04747,43571.55408,43822.39195,39425.37183,21086.4982,18533.00928,18688.92761,17957.03023,17845.8446,15760.98465,15307.30429,14803.53359,17543.65298,17855.17668,18619.06658,18600.36004,16973.22674,14510.58014,15174.67372,16396.83946,17623.41584,17568.19465,17506.77883,16221.85322,15586.24569,16425.81813,17071.35331,16377.65552,16893.73505,17474.70511,17615.35108,18177.88694
png,Papua New Guinea,1239.90818,1252.84683,1266.9302,1279.6253,1293.45676,1307.16098,1320.73874,1335.43077,1349.98822,1422.23641,1500.02852,1546.67425,1663.46045,1815.6501,1897.85657,1951.75289,2009.98883,2148.8291,2348.32337,2459.85701,2561.05698,2687.25852,2715.37624,2652.37527,2528.3274,2515.00651,2691.71373,2701.8659,2597.66478,2685.67534,2740.96849,2838.93515,2822.64179,2921.5969,3056.96192,3208.81915,3299.05843,3230.45738,3105.03102,3305.75314,3647.2562,4173.325,4278.72638,4002.47127,4170.68141,3875.17791,3606.10963,3552.20634,3350.12137,3237.16538,3127.237,3091.31069,3072.34331,3161.25688,3218.72622,3363.92381
pol,Poland,5019.07922,5183.75854,5346.45471,5471.55934,5576.78554,5735.34336,5887.13635,5928.94063,6123.0256,6488.23606,6291.53097,6558.56489,6745.32386,7013.46672,7351.22026,7514.94454,7862.88367,7681.73373,7975.84064,8441.82089,8836.44135,9228.4271,9678.49847,10039.89642,10408.5755,10732.0291,11074.7088,11065.92304,10432.47928,9979.75864,9880.55684,10494.94952,10729.97631,11141.19067,11573.4481,11811.94846,12424.7438,13023.59055,12235.11832,11393.39907,11700.56271,12161.69822,12828.01755,13853.44664,14739.7198,15722.89484,16494.75232,17319.2511,18334.49982,18612.30925,19019.6872,19741.60119,20793.47082,21513.65483,22886.21627,24468.67846
prk,North Korea,1164.87615,1159.45301,1245.80054,1322.74616,1398.94834,1399.46205,1424.4852,1428.3173,1402.57326,1420.23238,1410.18094,1484.06692,1503.17016,1522.51931,1542.11751,1561.96799,1582.07399,1602.4388,1623.06575,1698.36299,1813.41859,1941.70003,2085.20991,2247.00413,2287.64543,2332.1885,2378.42162,2425.24587,2470.51541,2508.93762,2550.12032,2590.86519,2632.22284,2673.13926,2655.50576,2636.94563,2618.50076,2607.79243,2597.3189,2437.86059,2222.20632,2081.50589,1999.15648,1876.20267,1782.11558,1642.80395,1609.68608,1688.38598,1672.45101,1711.88224,1710.91213,1721.85746,1737.6171,1782.7741,1745.03059,1706.62299
prt,Portugal,4412.10773,4660.87772,4832.17361,4978.40397,5141.31989,5316.93668,5316.60218,5542.40817,5852.01875,6178.94232,6554.89845,6868.7693,7228.99173,7723.026,8000.2513,8562.02614,9408.26839,9623.41199,10451.78107,11113.83989,11917.75916,13112.85977,13023.09288,12108.75195,12663.77503,13200.66566,13402.97716,13996.60026,14467.33708,15478.15916,16280.7854,16670.0137,16745.75236,17385.87359,18225.17015,19859.04819,21577.91426,23575.11346,25935.18916,27153.22696,27707.41228,27281.58036,27579.00685,28616.71679,29588.43922,30834.7098,32233.68829,33382.71849,34490.82,34989.77279,35139.00933,34749.20143,35351.62552,35622.73481,36193.11836,37083.19514
pry,Paraguay,3035.13319,3012.32386,3008.49959,3076.51926,3107.96326,3174.08072,3267.16659,3181.25807,3155.52316,3242.20879,3286.28009,3298.27762,3330.0082,3450.3299,3377.3874,3526.62363,3524.73661,3571.64163,3699.47899,3807.73998,3957.06267,4139.8759,4371.30886,4565.6982,4777.69258,5177.4002,5627.35597,6114.22429,6638.41314,7416.347,7385.49842,7134.4991,7306.29948,7538.47825,7457.56116,7697.23671,8150.96626,8645.51656,9001.17585,9095.56602,9064.17948,9306.47903,9568.47095,10007.78061,9966.11995,10194.89587,10054.4127,9773.59705,9409.92057,9266.47124,9333.5949,9650.79944,9961.97786,10098.54606,10512.34007,11014.72226
pse,Palestine,2589.55249,2526.86947,2467.30639,2408.78669,2351.29416,2294.81283,2229.72436,2294.91628,2376.04697,2389.16677,2458.44945,2529.88046,2607.38767,2694.71408,2874.25081,2777.53372,2537.32917,2655.29531,2828.47543,3114.25211,3496.45651,3207.58744,3723.93031,3604.65553,4000.64105,3810.77778,4140.84814,3927.42393,4338.0177,3918.63662,4086.82611,3762.07472,3779.8555,3591.60515,4097.02022,3808.20964,3578.81573,3485.16159,3936.40643,3537.95471,4111.03744,4265.82829,4639.12627,4657.96039,4426.07312,4775.5471,5253.17518,5478.57427,4829.81047,4226.68901,3572.22475,3936.54946,4603.27791,4964.9129,4760.95564,4805.25922
qat,Qatar,3923.82422,5014.66619,6410.73758,8193.7557,10471.49517,13383.60368,17106.13205,21859.45515,27934.23391,35498.56234,45103.52702,57304.94286,72804.57642,69032.84553,85872.00996,95055.80266,100151.03,97982.84223,91298.09488,100011.6008,103949.188,110730.6678,100976.8646,98843.28341,101229.5517,87785.01141,91216.10437,90218.74141,86283.12651,78530.74643,67665.80603,59609.95686,62196.59961,53009.6967,49827.93641,50641.71023,52864.91121,55669.94186,46346.06661,46423.80882,52627.12448,52791.50922,54263.5663,56106.16731,58880.58926,75885.92431,82414.42392,83610.58323,87743.72295,88501.85563,91956.39756,92159.9721,106340.7024,107403.6527,115662.0324,110412.7366
rou,Romania,2577.14534,2705.71582,2846.38642,2977.53046,3039.45169,3104.85223,3174.79093,3258.3167,3342.57804,3591.22072,3712.05064,3976.99834,4150.97724,4405.96472,4763.52326,5065.8947,5123.55649,5304.88036,5475.92876,6132.85215,6553.17263,6896.62116,7414.94147,7870.71523,8427.44835,8806.0301,9215.60453,9598.12548,9799.77409,10279.60417,10900.90464,11552.59992,12477.25355,12761.75967,13255.03527,13498.97753,13827.42143,13572.5968,13052.9344,11669.01455,10969.04705,11353.93386,12018.27219,13025.89439,13783.45942,13367.14462,13252.7296,13395.06791,13926.91126,15029.22008,16321.47101,16997.02513,18988.32604,20120.47984,22014.45635,24083.33279
rus,Russia,6530.37724,6699.81929,6907.78388,7367.94175,7930.35546,7950.5797,8396.05752,8153.26583,8764.34457,9341.69303,9989.01312,10357.04802,11012.61648,11620.86892,12462.32908,13278.58599,14144.69515,14555.20806,15826.86679,16534.59089,17052.61994,18437.46325,19139.00936,19947.47454,20586.13964,21241.34948,21669.75157,21920.95376,22731.77274,23053.12624,23232.43217,23718.67976,23837.84994,24223.3763,24854.51074,24870.61112,25323.22664,25627.09469,25100.29477,24112.96093,20873.7343,19320.4721,17105.00628,16600.83496,16187.14917,16617.2416,15921.8084,17151.06435,19109.81254,20330.95747,21542.91112,23377.38743,25313.33615,27180.8808,29644.43878,32352.78407
rwa,Rwanda,1241.83858,1249.07802,1276.3635,1273.73802,1278.74243,1282.36201,1272.75647,1298.43732,1291.68383,1218.89408,1317.07373,1144.59453,976.10505,996.12634,1000.01042,1045.09587,1055.58152,1127.76501,1170.52183,1134.50688,1089.85634,1079.43935,1042.02468,975.55296,1113.02265,1116.03132,1168.28369,1219.07012,1266.72508,1318.74175,1291.95675,1335.5186,1394.53706,1425.36019,1455.86068,1414.43787,1391.71768,1313.19778,1298.52419,1217.83204,1247.94653,1087.37757,644.33439,1016.50626,958.95226,933.91083,966.60265,994.62627,1060.64365,1131.0756,1253.68904,1246.67796,1298.40345,1377.21062,1459.38743,1524.63641
sau,Saudi Arabia,6464.77521,7093.29609,7889.56976,8054.29912,8621.703,8898.55648,9298.96011,10210.75419,11172.15347,12426.55667,13820.65811,14916.1151,16108.05382,17905.90069,20325.60476,21903.36509,23612.00732,25151.14149,27209.02948,31272.10301,36425.04192,43482.21422,49245.46034,45635.03262,49857.92961,53138.61315,50800.61433,53165.60477,54629.62447,58268.87447,52844.95713,46490.67857,44697.53826,40937.80064,39570.84385,38822.92759,40745.45536,41273.56933,45937.52609,49955.65651,51510.35492,50831.94433,50604.17724,50058.16726,50910.88866,51339.53609,51967.77695,50530.29916,51649.9186,49984.6681,47847.63417,50402.0537,52846.12676,54038.83725,53859.94698,53086.86599
sdn,Sudan,1766.2885,1794.18333,1827.08506,1859.81085,1996.28086,1909.38031,1931.40838,2097.20241,2072.90057,2011.96481,2089.0763,1969.12844,1892.52263,1966.80909,1889.31626,1776.00499,1831.31697,1888.82459,1752.79215,1783.50983,1678.95742,1581.14489,1704.3446,1867.84923,2122.2258,2270.81595,2110.71849,1892.15167,1854.0914,1978.25803,2138.77419,2095.13085,1946.8814,1878.78473,2000.1662,2089.63879,2179.51132,2269.46036,2182.28795,2313.98712,2433.68098,2511.32739,2502.53056,2612.00665,2729.73309,3144.11724,3231.27828,3277.3809,3417.72691,3566.51472,3703.35497,3861.226,3970.10127,4104.40877,4274.67822,4411.58603
sen,Senegal,2679.47079,2714.2121,2752.5793,2786.86639,2820.93341,2856.05298,2888.41122,2918.03101,2903.33288,2934.15557,2928.65971,2907.49388,2885.17341,2886.023,2878.86367,2747.01158,2826.06824,2551.21362,2668.1338,2573.93248,2645.73708,2412.3916,2428.91937,2535.33417,2683.87345,2529.39106,2323.11358,2439.01752,2282.19593,2388.76779,2656.92192,2572.39329,2559.59807,2618.74939,2667.16114,2770.83176,2784.23702,2834.54755,2848.46787,2841.46022,2799.4538,2761.39883,2688.71822,2764.36505,2753.03031,2772.3576,2869.50435,2982.00365,3025.6101,3085.2906,3019.10643,3120.05929,3197.14275,3265.85849,3270.7774,3295.20445
sgp,Singapore,3146.43229,3755.56207,4306.12778,3963.83319,4362.93458,3870.82446,3880.84452,4366.78436,4672.46143,4887.13577,5092.31013,5463.3424,5127.29318,5385.08132,5824.93203,6398.45952,7146.38621,8004.91128,8972.98968,9890.00645,11016.11952,11996.10014,12545.531,12896.19951,13676.71592,14475.0922,15481.84538,16733.94134,18149.24746,20192.81946,21480.45895,23607.51479,25832.13386,26223.31755,27041.25628,30110.36779,33570.14126,37064.0319,40541.43199,42350.99634,44225.21491,48395.46196,52517.58316,55022.19107,57349.56135,60552.68943,57697.66153,60755.1301,65418.14388,63377.94302,65510.59032,69590.25317,75877.95335,80017.08023,85005.30868,89389.31469
slb,Solomon Islands,1310.00356,1333.79541,1356.27074,1380.12503,1405.36106,1429.27975,1454.58207,1479.91806,1506.64141,1536.1095,1565.61687,1595.16355,1626.10693,1657.09155,1688.11743,1721.90486,1751.65422,1652.05698,1683.16063,1666.57246,1154.56329,1244.11391,1518.27421,1293.66456,1424.54332,1580.24756,1667.64761,2015.69783,1833.19616,1950.62743,1957.87811,2088.37063,2079.00027,2021.56181,2112.62823,2216.11023,2248.65985,2365.9816,2397.67223,2464.3537,2693.26107,2716.68462,2855.93846,3039.58815,2998.16408,2881.96726,2838.3031,2746.52265,2297.6439,2070.03378,1971.19788,2058.41971,2169.68067,2284.10999,2340.83468,2387.51606
sle,Sierra Leone,1247.29706,1275.84327,1326.30353,1350.66996,1381.38256,1408.09451,1425.68847,1484.25289,1505.43953,1508.64598,1593.25604,1645.13971,1673.15489,1743.6629,1814.31937,1711.82768,1848.82482,1978.41886,2063.48009,2036.08414,2018.44883,2050.8482,2082.86909,2040.67183,1984.70174,1960.13914,1993.52174,2051.23595,2063.63545,2184.80938,2258.54165,2241.19139,2329.0841,2248.40995,2243.15489,2298.40301,2356.21957,2474.78588,2545.11652,2499.81673,2134.07223,2185.88601,2185.24505,2012.30748,1930.76515,1768.15329,1791.62048,1744.27789,1824.79416,1673.66366,2008.84405,2122.10412,2196.45543,2243.41579,2299.45302,2349.59932
slv,El Salvador,3238.71399,3373.81256,3324.30412,3391.86343,3539.84632,3605.87642,3561.49106,3579.16804,3608.14367,3590.45219,3874.10233,3907.65694,4135.51648,4220.39492,4367.48415,4427.54617,4383.80696,4371.46211,4349.652,4426.10716,4551.25757,4658.95194,4827.855,4965.80732,5029.09785,5198.25871,5395.19362,5178.47677,4646.34286,4547.83147,4421.59843,4547.44027,4687.22074,4785.80836,4810.1633,4952.21507,5095.11902,5215.78762,5514.66258,5576.95982,5921.9482,6255.72677,6544.49123,6848.49366,6889.1288,7096.68455,7274.66483,7422.80156,7497.59169,7558.43492,7676.18413,7797.59635,7872.2645,8088.6992,8440.24662,8588.87985
smr,San Marino,11645.2205,12219.50151,12822.24218,13454.35893,14118.00929,14812.81038,15543.37412,16309.26726,17113.77568,18240.23923,19436.67287,20704.68873,22051.96901,23481.21212,24998.70174,26607.00071,28314.63489,30125.20459,32044.63296,32682.4161,34077.38632,36767.06694,39002.47317,38237.85816,40823.12359,41571.32609,42530.93307,44645.08065,45827.16362,45942.24864,45903.03992,46262.17163,47580.96008,48738.11943,49945.43782,51352.23188,53312.90457,54892.76019,55769.63411,55701.1838,55184.45817,59006.03313,62134.41913,66936.52395,69349.1092,70279.27768,74338.6029,79750.34064,80165.10474,83242.7805,82129.89427,83902.87492,82905.94827,83461.24027,85275.61041,88024.25407
som,Somalia,1312.67471,1330.34209,1373.74255,1384.65448,1400.29729,1418.1594,1421.2684,1466.40413,1447.595,1478.91962,1505.12403,1522.75905,1323.64418,1203.48567,1336.94673,1376.81325,1362.39347,1160.22311,1226.33047,1235.37107,1406.66984,1216.28937,1179.71096,1264.67703,1125.17461,1139.70617,1078.19182,936.49285,897.0608,923.05175,941.31041,837.05141,872.30165,958.23188,930.16347,1009.62772,986.65514,969.00418,943.40187,929.14854,868.16457,872.61063,680.17649,677.26085,699.37563,676.56539,685.76286,701.04122,716.42269,733.19436,756.37389,781.35822,804.23113,829.94429,855.56388,884.12801
srb,Serbia,2932.56588,3410.59583,3268.97843,3802.25163,3624.0185,4690.95503,4533.84927,5866.4008,6000.20299,6176.79523,6523.2413,7303.15487,8057.0408,8211.3388,8925.01423,9068.7787,9220.43475,10275.76624,10562.92326,11559.96043,12066.90589,12755.16836,13846.17379,14230.72035,14961.82146,16164.92394,17002.25601,18511.38292,18548.44112,18954.25911,19184.09195,18881.7692,19286.46677,19363.34037,20102.07817,19857.86819,19658.82298,20097.9999,17997.58641,16017.72634,11584.70776,8088.11156,8340.66473,8887.14097,9498.33756,10434.84231,11065.7794,9886.37157,10614.4698,11418.6831,12260.62781,12927.99991,13925.98811,14857.66651,15571.51567,16904.35045
ssd,South Sudan,1711.18527,1731.56095,1785.31287,1796.73876,1814.2549,1834.58416,1835.79095,1891.19075,1864.07452,1901.49549,1932.22436,1951.87045,1694.04752,1537.906,1705.83692,1754.01367,1732.98589,1473.56236,1555.13847,1564.20441,1778.37272,1535.33114,1486.87787,1591.52641,1413.80227,1429.86879,1350.62211,1171.3234,1120.28565,1150.9792,1171.94929,1040.54922,1082.70894,1187.54528,1150.99485,1247.41195,1217.16247,1193.55753,1160.24303,1140.96395,1000.11308,997.99161,781.15456,767.24984,775.03025,728.03187,715.8547,708.4967,701.20667,696.29345,696.00116,695.67877,694.19612,691.5774,685.61683,680.81284
