geo,name,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
irn,Iran,3748.82842,3677.32611,3603.27235,3528.09934,3794.75637,4289.78673,4710.19051,5054.29567,5429.68782,5770.85691,5844.0882,6265.49882,6589.8376,7279.74175,7875.23851,8573.26322,9587.90682,10620.98725,8908.39104,9790.93584,10998.90326,11558.04005,12059.90477,11965.61209,13653.09206,12944.20253,10962.38465,9452.46809,7399.29741,7126.83262,8510.34017,9372.17822,8853.40958,8863.40342,7806.76049,7676.83846,7212.25706,7621.74916,8576.4415,9521.82838,9877.93917,9709.76817,9567.79231,9732.6873,10320.97988,10422.00249,10548.98828,10636.20251,11078.79502,11220.21075,12020.63785,12912.95251,13212.9011,13332.7353,13683.97852,14503.56106
irq,Iraq,3332.36719,4558.86346,5275.80477,4924.57792,5121.80109,4933.00894,5349.84228,5416.87553,5874.71704,6362.6222,6485.48693,6176.71089,6701.84551,7077.55076,7211.75686,6816.24432,7768.54861,7772.01377,7492.61269,7722.50936,7197.54834,8206.38876,8477.33799,9485.59851,11071.73983,10969.42378,12552.35078,15016.7868,14456.32153,11503.88301,11074.98558,9868.47056,9630.36618,9332.61891,9555.45941,10683.17756,9939.97631,8922.09041,8742.39254,3216.50353,4227.05031,5072.66599,5076.60853,5022.98673,5557.6119,6405.16036,8355.7348,9633.2938,11077.40844,11281.38854,10419.00416,6643.82597,10009.42461,9965.0217,10505.07578,10821.91478
isl,Iceland,10847.17012,11075.31019,11726.92106,12506.75254,12684.1877,12327.71043,12919.31713,13000.41825,13177.58705,12845.0024,13614.51165,14650.93438,15762.48609,16518.42322,17554.39262,16978.52026,15750.62658,15923.96175,16924.38097,18824.69735,19596.4677,20526.51373,21297.74164,21066.28399,21990.20067,23607.70624,24694.77979,25522.90655,26581.9991,28757.34035,29944.95234,29497.69095,30971.53415,32291.65491,34484.96554,37710.79743,37929.15676,38432.82773,39620.7749,39060.84115,37259.58142,37359.81902,38370.8598,38208.27994,39760.12097,41821.27009,44371.79001,45620.95668,47246.03444,48512.34196,48372.8176,49126.5233,52559.42353,54980.31234,57117.16946,60501.51448
isr,Israel,6044.26134,5772.50011,6661.21148,7268.585,7541.32143,7759.65265,7947.63573,8662.57808,8927.17992,9513.63377,9979.40915,10538.96178,11093.08913,11276.94607,11384.09592,11313.69674,12120.65901,13343.16964,14146.99493,15119.47705,16324.58914,16528.43953,16999.46041,17008.38334,16625.79908,16222.10484,16582.63143,17115.1485,17286.29207,18765.26471,19312.71168,19852.08316,20245.59715,21034.0956,21723.88491,23248.23726,24057.52125,24542.0359,26020.57897,26285.80525,27253.59688,27496.076,28653.86967,29837.22004,30706.92482,31006.38818,31495.67071,31688.43524,33488.81062,32762.75697,32038.41724,31879.17651,32759.1433,33568.67104,34810.44561,36342.26407
ita,Italy,8067.83479,8544.61581,8865.33887,9263.93065,9572.2147,9985.40419,10387.43527,10906.43544,11440.25145,12260.73378,13007.61063,13700.64794,13996.3108,14180.81711,14786.46677,15657.81532,16668.97455,17440.90866,18366.15499,18509.72287,18912.06968,19976.94735,20766.78366,20134.06953,21324.47519,21736.34545,22329.13629,23476.97218,24145.84157,26078.18066,27080.44434,27999.45288,29458.42367,30887.46672,32204.23091,33806.52985,36075.01565,38309.16648,40221.91788,41010.35612,41516.33793,41319.99318,42379.44924,43778.58017,44520.76518,45512.41517,46466.03567,47384.28201,49342.92612,50434.86202,50612.1286,50510.92632,51002.70778,51210.1026,52029.1946,52557.3651
jam,Jamaica,3104.39875,3481.43621,3814.556,4132.6914,4473.02849,5008.47978,4986.34949,5109.61379,5311.62288,5418.95229,5450.56653,5570.00891,5818.55468,6054.41856,6089.75556,6092.91459,6191.4854,6442.47887,7134.80315,7100.43402,7362.82696,7593.30483,7152.57547,7000.8378,6446.12003,6199.94024,6139.95137,5925.78949,5498.09116,5888.05886,6122.98559,6383.86024,6519.3173,6428.58869,6803.12998,7416.21083,7426.69962,8023.03956,8541.40037,8826.64819,8967.40312,9581.35016,9662.44068,9826.48316,9757.55695,9576.89332,9317.96622,9363.70389,9400.15259,9485.24573,9619.29863,9930.79875,10020.77669,10069.94372,10322.36829,10432.74762
jor,Jordan,3612.59869,3673.11126,3729.51883,3296.53786,4347.22598,4266.66499,4519.89123,4764.0009,4843.04962,5534.37799,5383.95916,5451.07058,6079.19093,6478.79478,6374.12675,6242.23877,5519.42265,5701.99394,4872.83698,4746.01067,4758.02782,4560.12926,4592.51446,4556.82386,5223.45952,5408.35226,6128.54137,6813.39301,7488.17011,8337.25175,8796.56723,8750.63967,9127.15439,8951.25792,9276.81651,9259.1037,9213.20911,8080.90617,7724.41779,7329.54447,7956.15672,7896.73335,7908.62953,8071.73937,7980.3108,8033.70227,8092.28367,8189.87338,8357.11725,8607.27196,8899.22011,9045.26045,9557.49136,10046.66254,10168.39047,10320.72267
jpn,Japan,4536.33017,4762.11822,4924.92714,5227.44958,5516.38179,5828.02541,6069.51333,6511.11336,7244.5024,7976.46801,8532.18843,9097.67082,9959.39467,10338.50823,11229.03852,12245.6889,13512.44023,14868.92365,16115.85247,16509.83522,17500.49352,18485.50587,17866.0998,18036.67411,18394.97732,18856.07167,19506.46034,20232.95234,20465.71501,22053.32252,23265.83629,24250.72734,25543.47361,27037.97463,27984.70166,29468.55332,31898.67417,34141.13872,36561.82247,37618.90501,37743.31866,37436.93121,37657.91112,38489.46041,39526.29383,39748.99432,39071.78509,38799.63228,39728.19279,39710.67857,39564.31383,40010.84597,40794.08013,41444.59908,41913.04913,42413.86819
kaz,Kazakhstan,7614.68934,7825.55329,8083.05271,8635.99813,9313.09864,9353.89873,9898.29166,9631.39538,10375.2474,10788.30133,10911.41473,10514.34885,11763.81148,12333.06572,12841.74847,13324.1861,14025.57403,14148.38125,15160.26024,15476.95966,15476.3681,16687.43875,16650.95319,16614.54741,16578.22122,16541.97446,16505.80694,16469.71851,16433.70897,16039.7576,15663.11674,16248.11865,16009.57174,16011.9355,16068.42708,15822.14626,17040.93844,16911.93133,16557.069,14661.86796,13868.80771,12661.46039,11239.37915,10523.87527,10775.223,11206.03342,11265.72535,11724.33057,12862.60587,14550.60782,15912.74277,17309.4469,18862.0876,20549.64174,22565.38931,24348.27497
ken,Kenya,1521.35108,1446.8559,1569.30992,1642.5826,1691.00331,1708.60888,1683.90161,1655.08014,1694.64041,1603.35546,1659.60426,1694.61785,1786.63156,1780.97206,1949.32969,1986.42564,2012.76018,2077.0174,2051.9858,2113.67546,2148.14257,2182.45764,2210.68681,2125.8605,2132.12355,2245.20644,2358.62886,2357.69447,2398.15799,2520.56369,2664.13024,2673.73934,2695.99467,2784.54056,2938.68286,3072.17645,3246.00937,3396.09181,3555.92601,3536.59451,3436.53681,3382.16424,3414.31304,3504.63937,3590.27654,3546.62774,3597.98521,3610.84994,3555.83431,3606.92492,3540.94796,3558.41524,3646.91912,3766.38292,3908.48133,4071.14989
kgz,Kyrgyz Republic,4378.93528,4513.04294,4650.6354,4790.05607,4936.3202,5084.43643,5237.75441,5392.94948,5555.04428,5670.59177,5791.364,5909.01457,6031.91126,6155.0483,6281.78262,6407.10232,6537.71721,6666.93668,6798.12239,6904.63297,7012.04023,7120.3317,7081.04761,7041.98025,7003.12843,6964.49096,6926.06666,6887.85436,6849.85288,6758.5511,6663.11898,6949.83032,6880.84051,6471.15557,6216.82927,5999.58548,6479.7034,6503.98494,6508.76799,5863.51681,4968.25684,4207.55192,3348.37956,3118.39356,3273.8666,3529.73246,3534.35761,3594.55127,3730.63998,3878.12216,3829.19618,4043.10627,4262.81316,4196.50495,4270.37212,4581.30527
khm,Cambodia,1278.55575,1279.65844,1416.60049,1374.29022,1539.77764,1622.47461,1684.67631,1827.75175,1915.60514,1873.03392,1998.39355,2123.30489,2038.85125,2109.40583,2181.59926,2267.36676,2343.11329,2351.15029,2137.11796,2042.52859,1931.71727,2057.47699,1842.11239,1733.01643,1854.56213,1837.9782,1989.06916,1899.55359,1849.6143,1832.21616,1838.69061,1876.20507,1919.30286,1960.52829,1982.56169,2171.52972,2318.19144,2385.64554,2398.05802,2476.19031,2515.66469,2472.64388,1702.53557,1723.22113,1698.13522,1657.01824,1660.29774,1825.32941,1961.44747,2065.2722,2152.3577,2325.43103,2502.53676,2787.71365,3041.77375,3305.02309
kir,Kiribati,2663.07443,2732.90612,2804.02243,2877.58376,2952.335,3030.60334,3108.77904,3190.34797,3272.90986,3357.57895,3443.15552,3531.87153,3622.52086,3716.16398,3811.61307,3908.81386,4007.71297,4110.42807,4215.78363,4015.63394,4400.13665,5204.96441,7398.93287,7613.31351,5436.0079,5048.82951,4960.93142,4263.89264,2300.78324,2407.36484,2477.3581,2288.87091,2545.88898,2260.71261,2200.2972,2168.42163,2608.57507,2410.11091,2316.69618,2173.07431,2506.22638,2472.24143,2484.24256,2499.6104,2465.90657,2451.99965,2523.90964,2391.71773,2505.66286,2384.28348,2372.64843,2293.03555,2227.16408,2212.14122,2280.04051,2297.18898
kna,St. Kitts and Nevis,4077.52182,4080.94525,4084.96425,4088.41871,4092.44251,4095.9008,4099.90334,4104.42605,4107.29675,4122.37792,4137.70337,4152.21481,4166.95668,4180.89368,4197.06096,4211.39357,4225.90974,4241.56734,4256.39163,4525.83568,4716.513,4860.36123,5076.70662,5165.92433,5444.62341,5754.66448,6042.81637,6514.20659,7021.27124,7550.48074,8016.8346,8049.53102,9030.53406,9794.58454,10900.40254,12019.61191,13542.91757,14824.73046,15908.90989,15538.7982,15981.40671,16771.79631,17349.3747,17959.96491,18679.37213,19610.55207,19174.0598,19431.89979,20983.72711,21721.90173,21781.74987,20727.10175,21353.81277,23227.34239,23750.28261,23685.70446
kor,South Korea,1270.72295,1600.63204,1647.05377,1693.30884,1663.32605,1745.21121,1780.82564,1793.72849,1762.64108,1800.28495,1791.46926,1877.66496,1973.6149,2028.542,2190.89064,2284.24208,2478.33993,2745.17467,2906.42118,3115.59287,3241.65905,3617.64519,3851.37528,4041.4232,4454.86809,4876.96247,5273.39292,5589.21413,5359.56758,5909.05703,6478.63526,7351.21356,8147.5156,8816.33771,9788.93422,11041.41783,12474.56877,13521.03376,15042.97471,16383.91126,17119.33828,18009.37843,19374.60941,20914.21995,22227.50249,23258.04721,21794.22141,24013.38446,25861.5996,26795.53081,28587.43844,29230.37327,30525.00934,31672.64627,33076.42929,34729.10397
kwt,Kuwait,12421.61591,16345.18731,18499.26283,20941.21802,23700.78031,26821.00907,30352.28491,34345.73484,38862.0991,43994.02381,49800.41204,56370.76923,63800.89442,72210.40147,74471.03113,70398.52158,71072.73268,67781.93019,100688.818,102486.2747,101558.8449,90654.86959,75452.14019,63279.25611,64284.77479,58968.13539,60392.36721,65703.03567,50509.62239,39603.83993,33877.99251,35472.26616,36175.64132,33364.07627,34918.15368,34961.77712,31875.68425,37576.28331,28477.12306,20545.20783,34188.16891,47190.8094,53424.1207,56907.2168,57153.54302,57809.75925,58928.19815,56880.07903,58580.26386,57799.99596,58629.24067,67698.87165,73414.45772,78600.30407,80163.48958,80178.19205
lao,Lao,908.56479,915.05553,921.47948,927.83709,931.62442,936.61352,942.78968,946.42682,950.01954,956.02264,961.96221,966.62125,972.43989,978.1962,983.89061,989.52352,995.09531,1000.60641,1006.0572,1028.11388,1033.62209,1093.05531,1102.76622,1146.4464,1162.90575,1122.45286,1116.03252,1078.97141,1166.83153,1388.73016,1482.08728,1529.33613,1622.73978,1734.01799,1788.7494,1746.2521,1701.18567,1888.38441,1997.54628,2029.66793,2088.17962,2155.94745,2273.81616,2376.23618,2486.35979,2604.67054,2658.85383,2803.33226,2916.10923,3033.61249,3163.07732,3304.59077,3464.16562,3651.7154,3880.73142,4129.17689
lbn,Lebanon,7320.73285,8221.24801,9207.49728,9702.8898,9244.63922,9177.73165,7681.49759,8130.27227,8141.30549,8462.65644,8570.15281,8426.98419,8705.93356,9316.46947,9678.35981,8966.51523,9817.49971,9766.5487,10162.90176,10844.70888,11872.46036,12143.15493,12173.23887,8367.6399,3573.37668,6518.11345,6298.69376,6868.39408,7076.24517,7378.97895,4781.96844,5956.32437,8697.32927,10894.6093,10135.89763,11854.01553,8624.2458,5064.11156,4962.6449,7208.52175,8115.19841,8878.50235,9564.08602,10137.14874,11087.77395,11070.09395,11404.31162,11264.19941,11315.07118,11634.75954,11930.2893,12201.25174,12864.28796,13041.6867,13040.91933,13987.73909
lbr,Liberia,2125.79144,2273.30248,2431.04948,2599.74273,2780.14178,2973.05893,3179.36281,3399.98235,3635.91093,3888.21085,4158.01815,4446.54768,4528.72598,4507.02313,5006.5032,4946.59272,5014.07061,5206.15748,5369.04372,5466.24888,5487.043,5520.21119,5526.57985,5155.98894,5241.26356,5131.51461,5259.0253,5333.34883,4829.9718,4478.09578,4390.2464,4090.23002,3940.2005,3765.16398,3654.02659,3675.51286,3755.0785,3850.08671,1970.51446,1890.22945,1141.59794,725.66049,562.39617,528.23223,570.03777,1077.24865,1256.30839,1441.08555,1773.49234,1809.79138,1876.64189,1290.02676,1296.5855,1309.06143,1342.61658,1402.31948
lby,Libya,2497.8846,2430.54581,2346.8921,2477.08763,2651.46481,2601.45748,2694.4832,2732.38948,3308.46065,3405.03099,4230.48071,5344.34541,7066.32761,8471.03186,9360.5044,9759.41615,12180.82557,12766.85374,12522.89915,11550.15241,12132.14953,11818.95942,13786.84144,13847.06783,16600.07256,17910.30119,18222.23197,19189.5274,18679.1404,15306.40766,15683.46649,15020.34314,13881.15197,14816.48596,13126.75288,11119.41492,11327.16715,12144.49037,13562.45979,15870.39358,15607.76257,15169.59118,15600.96715,15401.70596,15887.98641,16827.35268,16284.91933,16433.90703,16980.38363,16648.99624,16355.17401,18291.09457,18855.45539,20743.89301,21719.57712,22619.89506
lca,St. Lucia,1822.58868,1885.43608,1948.84879,2009.95944,2067.28776,2143.96851,2250.47502,2375.52562,2487.0258,2581.81472,2670.03737,2759.05303,2848.86732,2931.95258,3011.23309,3097.29699,3196.35195,3302.43673,3400.21225,3528.1188,3582.93379,3600.3287,3773.16833,3912.04688,4588.78267,4960.77778,5275.84712,5378.07276,5023.64392,5470.52665,5777.3522,6155.7606,6733.4909,7560.79687,8782.58939,9208.96793,10733.19938,11972.39743,13287.91677,13427.31026,14549.49555,14671.6962,14942.21863,15217.84046,15682.04182,15592.99891,16598.63339,17068.36423,17094.41493,16544.95503,16666.96197,17441.56304,18770.48958,18740.06188,19947.63643,20314.52634
lka,Sri Lanka,2454.40462,2373.79047,2362.28208,2405.16372,2262.66651,2216.42411,2217.81339,2165.85577,2172.89477,2190.84858,2164.3154,2176.01033,2193.28324,2179.64751,2133.97157,2255.03631,2325.6637,2393.22796,2472.25769,2396.18423,2391.59521,2417.18875,2441.61662,2447.68131,2465.89714,2529.74245,2649.77087,2742.86632,2831.68592,3085.84564,3294.65433,3445.39089,3674.06638,3863.14653,4028.59744,4085.514,4233.22566,4389.45161,4725.14235,4963.18272,4991.03772,5244.50914,5472.72143,5677.24265,5863.58357,6147.39813,6227.93106,6344.75278,6608.71259,6381.1372,6539.77854,6854.39425,7156.22946,7533.6151,8037.25742,8505.18757
lso,Lesotho,744.96717,751.68106,768.89815,769.39751,774.98902,778.17335,782.1215,779.73438,808.06084,794.14674,884.8219,946.89978,989.59536,973.91647,942.5823,1008.30395,968.98476,946.1115,932.72681,815.39075,935.59193,1135.59191,1159.09865,1024.04155,1146.89674,1293.42354,1484.13766,1267.53859,1181.69751,1222.8396,1276.78006,1290.65103,1368.63584,1391.09114,1420.80661,1405.51794,1506.85958,1584.5928,1673.41253,1713.75665,1781.40409,1792.70844,1847.59534,1858.31787,1922.50485,1958.72742,1962.85472,1957.4962,2018.82258,2079.02974,2084.95818,2176.65739,2217.41832,2302.38253,2400.48772,2484.13606
ltu,Lithuania,8407.11037,8597.53829,8835.18187,9392.7416,10079.39066,10071.81831,10602.60565,10265.43968,11000.85548,11435.99253,11562.86886,11138.26167,12415.20185,12968.55394,13453.64839,13908.50356,14584.5915,14659.26467,15646.80028,15912.24783,15849.32485,17023.48373,17174.50526,17326.86656,17480.57951,17635.65611,17792.10844,17949.94873,18109.18927,18787.18176,19478.67536,19600.76397,19743.22366,19044.71571,19620.20013,19886.87295,21387.07022,21192.82028,19949.09441,18812.80559,14850.77443,12520.26379,11393.14657,11923.94361,12638.977,13807.16042,14964.64492,14924.31356,15572.75456,16741.67663,18034.14359,20124.46223,21703.07383,23794.49118,25998.13053,29260.05645
lux,Luxembourg,17724.37745,17896.74133,17841.85622,18628.88675,19342.45284,20195.59719,20377.21463,20648.73888,21338.36165,21961.35728,21988.07022,22415.14405,23979.31805,24154.01342,24269.60573,24301.14596,25360.80856,27823.92897,28100.0527,28616.09952,30200.36536,32402.09783,33420.60259,30949.99084,31559.59527,31932.26545,33121.86152,33786.84878,33965.56228,36043.4208,37564.42557,39451.84786,42564.88786,45501.55151,50325.84114,52813.1427,58767.60341,66116.56423,70450.73731,75992.95555,76838.0963,79507.28223,81962.54235,82523.00094,83103.31528,87156.66183,92370.37884,99331.00008,105744.8971,108404.5395,111622.4333,113887.9356,117865.5346,119947.1266,126076.8982,135296.0133
lva,Latvia,6436.10123,6639.17097,6883.29584,7381.40277,7988.21324,8050.60215,8548.66994,8347.8878,9022.76433,9445.5642,9619.71377,9332.76144,10476.30973,11019.02301,11512.27808,11984.55867,12656.01685,12806.73129,13766.3362,14097.98438,14139.40427,15292.157,15457.62131,15624.87597,15793.94037,15964.83408,16137.57689,16312.18882,16488.69008,16721.20375,16939.22861,17115.49244,17433.18166,16902.33881,17171.41857,16914.77321,17474.66323,18348.95904,18469.45244,16142.94604,11060.66796,10492.83985,10870.31931,10898.90733,11246.71372,12366.17297,13270.62735,13723.90657,14631.5001,15755.35528,17128.81367,18734.42372,20570.08999,23183.29827,26380.36588,29365.76926
mar,Morocco,2659.45521,2647.48423,2623.31855,2546.04828,2462.94336,2349.93012,2325.71085,2256.30556,2188.45529,2281.39294,2355.77556,2446.15422,2465.11847,2437.59664,2408.15573,2449.68228,2509.38945,2606.14559,2649.25657,2692.40885,2693.41635,2709.65879,2776.83927,2888.1817,3108.52136,3183.81354,3168.08143,3217.20287,3317.33688,3293.23822,3629.55376,3578.12079,3696.52034,3886.80894,4132.82952,3979.21328,4371.53,4470.30523,4707.6158,4945.55518,4747.32519,4622.96899,5019.51317,4661.20989,5141.33474,4969.39377,5233.47973,5223.66957,5262.19116,5571.15868,5681.19619,5935.52988,6109.49798,6201.10325,6572.15745,6685.63947
mco,Monaco,20847.5804,22233.92926,23714.92327,25293.10145,26974.75696,28770.33472,30685.08283,32726.44235,34904.26718,37224.81078,39700.94124,42341.96922,45157.65834,48160.51026,51363.71167,54778.8007,58422.6902,62305.87429,66449.31625,70890.68473,75170.97783,81220.44983,86071.36597,86547.89318,91861.81058,96752.8608,102348.1193,107839.7564,111555.3857,114468.1877,119165.777,122519.4706,126324.5535,130554.6457,135893.8147,141520.7199,150415.4541,159211.6466,166038.445,170342.5597,175340.5875,176466.7462,183286.656,190296.1471,195770.6682,203764.869,214744.4599,225751.4628,238547.0417,246826.2616,253119.6762,259620.0048,269933.6927,278689.2909,294763.3933,335747.8329
mda,Moldova,5091.42473,5239.12785,5419.32579,5798.65889,6261.11706,6297.18382,6674.17894,6503.44443,7014.93299,7356.3516,7502.45811,7289.66817,8225.36592,8693.98111,9129.81544,9549.94599,10136.36212,10310.63151,11140.80947,11444.92655,11517.99801,12498.51811,12640.04207,12783.16853,12927.91566,13074.3018,13222.3455,13372.06554,13523.48091,14247.623,15017.56707,15587.35152,15825.79408,14192.78652,15047.84477,14959.95197,14816.65101,15707.61753,15057.0714,12543.18788,8884.02104,8781.81472,6083.75393,6025.91653,5690.07246,5815.49518,5454.66196,5296.88384,5439.47218,5807.35467,6301.55086,6766.93984,7320.24172,7928.45439,8376.23856,8695.70584
mdg,Madagascar,1993.26562,2023.8805,2054.15681,2084.09709,2113.70386,2142.97963,2171.92688,2199.32895,2175.46019,2193.4793,2180.76136,2074.60536,2113.4766,2053.9904,2049.55873,2154.52326,2232.35972,2253.33484,2299.42762,2325.34363,2229.35459,2112.51738,2082.65118,2045.19482,1919.77235,1904.27565,1795.69259,1908.44484,1861.17224,1723.60208,1699.847,1704.15817,1686.84419,1699.01582,1699.53653,1706.81747,1748.99464,1820.66171,1882.9049,1721.43084,1698.58619,1689.67217,1644.73086,1627.41075,1616.12006,1628.24251,1642.9086,1670.24698,1694.67393,1745.16802,1486.11958,1586.25455,1623.16057,1652.10454,1691.25894,1736.46208
mdv,Maldives,2087.12617,2148.29255,2209.10243,2272.11889,2338.59928,2403.41848,2472.93942,2540.78833,2613.29283,2671.51911,2729.40117,2789.44558,2850.38384,2912.20701,2974.90625,3039.71142,3105.36819,3169.4043,3237.97352,3282.44295,3231.59194,3152.50792,3203.45723,2838.14749,2755.88025,2963.9537,3287.72662,3514.25866,4016.20403,4447.50923,4584.41723,4920.16105,5856.93005,6514.98416,6916.36576,7430.21404,8039.41989,8781.97196,8823.64682,8831.00242,9145.30985,9415.02871,9878.00434,10783.17689,11391.02351,12113.61825,12792.66349,13357.52998,13643.94781,12884.92356,13586.38972,15196.64198,15837.69504,13823.02455,16732.71966,17375.84649
mex,Mexico,4904.0981,4755.85626,5087.73094,5355.35155,5565.12322,5815.55524,5925.93415,5898.50487,6195.71106,6259.48894,6330.97344,6658.0724,7255.87709,7463.4367,7712.85462,7922.02837,8325.22152,8478.97904,8762.4808,8817.83384,9255.50862,9701.12494,9967.80562,10223.41675,10360.96493,10416.88674,11013.80977,11740.65113,12441.44918,13966.96086,14106.62773,13532.3153,14021.41056,14303.97823,13696.8841,13937.63651,14200.64818,14892.97908,15841.15468,16273.74164,16640.00505,16863.94888,17391.17589,16144.99144,16915.30402,17918.65866,18779.0132,19120.57055,19908.14321,19620.26506,19395.26617,19422.80593,19911.1135,20124.2296,20853.26453,21036.09314
mhl,Marshall Islands,1892.61201,1936.8575,1981.10928,2028.04112,2074.97963,2123.26189,2172.88818,2222.52154,2274.83666,2327.15923,2382.16432,2438.51489,2496.2112,2555.25356,2614.30431,2676.03951,2739.12161,2803.5509,2869.32766,2937.79058,3004.92475,3076.08425,3390.89496,3255.91954,3147.70242,3118.46931,3188.3231,3144.35788,2807.08848,2866.22013,2827.5803,3142.57512,3081.17555,2863.01797,3344.22184,3611.10581,3781.5461,3667.90546,3900.02392,3820.17466,4021.68972,4203.32995,4398.29848,4711.424,4189.098,3887.95484,3817.27494,3727.63344,3800.07744,4017.18911,4126.32541,4044.94902,4012.28804,4074.82182,4076.50248,4222.31016
mkd,North Macedonia,2896.91689,3020.42561,3088.7906,3735.23044,3782.60221,4141.098,4467.64232,4579.31577,4860.58178,4929.30217,4976.40283,5788.38156,7409.08656,6711.22549,7226.76909,7473.3005,7643.83768,8363.16246,8937.43944,9407.34068,9746.64881,10224.68282,10686.98659,11052.65784,11410.63675,11994.25686,12831.49403,13597.10981,13618.21783,13680.65186,13745.92667,13412.82201,13807.75424,13661.9787,14580.01162,14361.28488,13886.20083,14134.72809,12713.52078,11973.81093,11271.25181,10514.48801,10388.95468,10254.37446,10326.39768,10553.29839,10877.77861,11322.168,11809.58873,11422.40041,11686.62394,11953.65794,12570.3932,13252.08051,14028.64075,15043.63907
mli,Mali,980.90661,995.90938,1010.84962,1025.72753,1039.24906,1054.00537,1069.98903,1087.19266,1092.76791,1068.52274,1041.56763,1086.67834,1032.20774,1027.12129,1040.73593,1027.86013,1047.56306,1020.52044,1066.06742,1071.91609,1102.03761,1053.18606,1006.40705,1106.25572,1225.66573,1279.54613,1227.50185,1396.33862,1259.57579,1243.36915,1141.83818,1183.01828,1218.35102,1250.14599,1316.96961,1341.69507,1346.88602,1497.99379,1608.62074,1717.95379,1627.9844,1643.65044,1665.59941,1648.98994,1724.82228,1772.25675,1849.6078,1905.1402,1854.02231,2085.90553,2093.25341,2217.92891,2186.81189,2280.77116,2358.76971,2378.00868
mlt,Malta,2160.2873,2249.90837,2322.37038,2396.99697,2660.41271,2640.40745,2766.4616,2769.94569,2895.57557,2859.17892,2729.92769,2721.14014,2796.48698,3006.62798,3328.86166,3536.55537,3872.60383,4075.59331,4546.48194,4640.31795,4938.54696,5095.19961,5560.7281,6565.24025,7616.87333,8453.65171,9229.80897,10027.3056,10430.15972,11231.25723,11732.00388,11937.69594,12410.41929,12944.76512,13373.74802,14181.58281,15461.66421,16893.65874,18050.97561,18722.11764,19406.20066,20081.09299,21025.58432,22211.29199,22906.59353,23936.36716,25007.61887,26040.33094,30472.6794,30125.32912,30781.2392,31725.70052,31699.24739,32482.84961,33165.59803,34758.54591
mmr,Myanmar,849.39372,850.44978,776.96357,856.86266,890.64247,918.03027,869.88159,979.80104,985.52672,981.27612,1038.27886,1070.48018,1030.30781,1052.32577,979.46889,952.37483,996.8859,1004.00352,1031.36192,1028.49264,994.92622,982.78993,990.69663,1004.47606,1031.1575,1058.93353,1089.90523,1116.80655,1166.11196,1196.02093,1219.1142,1235.93727,1249.55279,1231.83888,1172.3242,1065.51089,967.97815,974.97415,965.91875,930.99294,992.47317,1023.54507,1069.54265,1113.44753,1154.47794,1189.08128,1228.08594,1330.87257,1480.20467,1613.49953,1771.33976,1978.38482,2206.92628,2465.03768,2744.36713,3028.21296
mne,Montenegro,2775.78964,2474.12562,2523.38987,3393.08952,3120.58609,3523.7298,3479.87632,3742.20118,4201.909,5098.5355,5031.33339,5758.07188,6765.47119,6980.69912,7341.66128,7524.27008,7935.44555,8782.8974,9504.00977,9897.32204,10449.69754,10443.34234,11106.34817,11494.76094,12123.63966,13472.68564,14262.83205,14313.95621,17762.25799,17186.28988,17759.91741,17571.89234,18306.9117,18484.67943,19242.14893,18446.40109,17961.77305,18139.62418,16673.21876,15170.21917,11704.00615,7542.21817,7763.18332,9006.08142,11689.30764,12695.10831,13559.98032,12497.8298,13282.74747,13581.45852,13976.90186,14443.43883,15216.20192,15972.78646,17449.70872,18751.30328
mng,Mongolia,1111.66073,1159.74617,1210.4294,1260.57885,1315.02454,1372.26087,1429.04114,1490.37722,1554.70909,1620.39636,1687.46261,1761.23674,1838.3585,1915.29694,1993.84796,2083.32352,2169.05735,2262.29088,2361.33947,2429.5146,2476.62663,2650.76421,2713.96053,2842.03099,2907.21441,3088.09179,3271.44134,3359.09686,3530.95059,3780.39981,4045.63014,4228.63079,4420.86371,4610.62846,4973.52394,5075.29726,5260.13065,5389.21944,5205.57521,4727.38364,4364.97175,4313.96979,4451.42353,4754.97625,4879.08414,5086.85049,5269.83372,5436.94166,5499.26802,5659.42226,5913.39851,6305.11321,6950.37134,7418.6352,7996.2096,8729.25736
moz,Mozambique,522.94347,521.86739,521.71561,522.76441,523.44038,523.90303,525.32658,524.9395,524.0759,522.47478,532.03505,533.41775,541.79442,549.57223,557.52315,586.68307,603.17206,626.16684,615.21401,624.81015,623.87736,618.72036,614.34664,596.24024,586.7175,560.01301,535.10606,518.79309,511.71134,549.00615,524.5937,458.64646,436.00971,425.12181,422.26559,477.06862,528.4891,571.20617,582.81382,592.47052,532.78768,562.33844,554.76653,530.06295,574.76896,623.44344,672.76033,730.07918,719.34845,792.39659,847.42533,886.47313,936.22742,973.32303,1043.9713,1096.58921
